countryname,city,hotelname,address,phone,rating,hoteltype,latitude,longitude
Germany,Hamburg,ibis Hamburg Alsterring,Alsterring 16 22297 Hamburg Germany,+4940697960,3,economy,53.5753,10.0153
Germany,Hamburg,Generator Hamburg,Steintorplatz 3 20099 Hamburg Germany,+4940226358,3,economy,53.552887,10.009284
Germany,Hamburg,Meininger Hotel Hamburg City Center,Goetheallee 11 22765 Hamburg Germany,+4940357176,3,economy,53.554602,9.937974
Greece,Athens,Hotel Grande Bretagne,Constitution Square 10563 Athens Greece,+3021033300,5,luxury,37.9838,23.7275
Greece,Athens,King George Hotel,3 Vasileos Georgiou 10564 Athens Greece,+3021032206,5,luxury,37.976322,23.734939
Greece,Athens,Electra Metropolis Athens,15 Mitropoleos Street 10557 Athens Greece,+3021039070,5,luxury,37.9838,23.7275
Greece,Athens,Hilton Athens,46 Vas Sofias Avenue 11528 Athens Greece,+3021072810,4,luxury,37.9838,23.7275
Greece,Athens,Radisson Blu Park Hotel Athens,10 Alexandras Avenue 10682 Athens Greece,+3021088945,4,luxury,37.9838,23.7275
Greece,Athens,NJV Athens Plaza Hotel,2 Vasileos Georgiou 10564 Athens Greece,+3021033524,4,luxury,37.97632,23.734669
Greece,Athens,Hotel Intercontinental Athens,89-93 Syngrou Avenue 11745 Athens Greece,+3021092060,4,luxury,37.9838,23.7275
Greece,Athens,The Athens Gate Hotel,10 Syngrou Avenue 11742 Athens Greece,+3021092383,3,economy,37.96288,23.724706
Greece,Athens,Ava Hotel Athens,9-11 Lysikratous Str 10558 Athens Greece,+3021032590,3,economy,37.9838,23.7275
Greece,Athens,ibis Athens City,59-61 Stadiou Str 10431 Athens Greece,+3021032363,3,economy,37.9838,23.7275
Greece,Thessaloniki,Makedonia Palace Hotel,2 Megalou Alexandrou Avenue 54640 Thessaloniki Greece,+3023108971,5,luxury,40.6401,22.9444
Greece,Thessaloniki,The Met Hotel,26th October Street 48 54628 Thessaloniki Greece,+3023108171,5,luxury,40.6401,22.9444
Greece,Thessaloniki,Hyatt Regency Thessaloniki,13th Kilometer Thessaloniki-Peraia 57001 Thessaloniki Greece,+3023104012,5,luxury,40.6401,22.9444
Greece,Thessaloniki,Electra Palace Thessaloniki,9 Plateia Aristotelous 54624 Thessaloniki Greece,+3023102940,4,luxury,40.632338,22.940902
Greece,Thessaloniki,Capsis Hotel Thessaloniki,18 Monastiriou Street 54629 Thessaloniki Greece,+3023105213,4,luxury,40.6401,22.9444
Greece,Thessaloniki,Best Western Thessaloniki,14 Komninon Street 54624 Thessaloniki Greece,+3023102583,3,economy,40.6401,22.9444
Greece,Thessaloniki,Hotel Excelsior,Komninon 4 54624 Thessaloniki Greece,+3023102248,3,economy,40.58601,22.945911
Greece,Thessaloniki,Hotel Olympia,2 Egnatia Street 54625 Thessaloniki Greece,+3023102354,3,economy,40.599316,22.985971
Greece,Thessaloniki,ibis Styles Thessaloniki,41 Egnatia Street 54630 Thessaloniki Greece,+3023105285,3,economy,40.599316,22.985971
Greece,Thessaloniki,Tourist Hotel Thessaloniki,21 Mitropoleos Street 54624 Thessaloniki Greece,+3023102705,3,economy,40.62851,22.94832
Greece,Santorini,Canaves Oia Epitome,Oia 84702 Santorini Greece,+3022860714,5,luxury,36.462212,25.375726
Greece,Santorini,Grace Hotel Santorini,Imerovigli 84700 Santorini Greece,+3022860233,5,luxury,36.432558,25.422831
Greece,Santorini,Mystique a Luxury Collection Hotel,Oia 84702 Santorini Greece,+3022860711,5,luxury,36.462212,25.375726
Greece,Santorini,Andronis Concept Wellness Resort,Oia 84702 Santorini Greece,+3022860720,5,luxury,36.462212,25.375726
Greece,Santorini,Katikies Hotel,Oia 84702 Santorini Greece,+3022860714,5,luxury,36.462212,25.375726
Greece,Santorini,Santo Wines Winery Hotel,Pyrgos 84700 Santorini Greece,+3022860225,4,luxury,36.384406,25.444112
Greece,Santorini,Hotel Aressana Spa,Fira Square 84700 Santorini Greece,+3022860224,4,luxury,36.417931,25.432664
Greece,Santorini,Athina Luxury Suites,Fira 84700 Santorini Greece,+3022860258,4,luxury,36.414923,25.432453
Greece,Santorini,Hotel Keti,Agiou Mina Street Fira 84700 Santorini Greece,+3022860223,3,economy,36.3932,25.4615
Greece,Santorini,Apartments Afroessa,Fira 84700 Santorini Greece,+3022860221,3,economy,36.414923,25.432453
Hungary,Budapest,Four Seasons Hotel Gresham Palace,Roosevelt ter 5-6 1051 Budapest Hungary,+3612681000,5,luxury,47.499817,19.047909
Hungary,Budapest,Kempinski Hotel Corvinus Budapest,Erzsebet ter 7-8 1051 Budapest Hungary,+3614294777,5,luxury,47.497031,19.052083
Hungary,Budapest,Parisi Udvar Hotel Budapest,Ferenciek tere 10 1053 Budapest Hungary,+3618099000,5,luxury,47.493227,19.054943
Hungary,Budapest,Prestige Hotel Budapest,Vigyazo Ferenc utca 5 1051 Budapest Hungary,+3619200700,5,luxury,47.500896,19.048476
Hungary,Budapest,Marriott Budapest,Apaczai Csere Janos utca 4 1052 Budapest Hungary,+3614865000,4,luxury,47.494871,19.049427
Hungary,Budapest,Corinthia Hotel Budapest,Erzsebet korut 43-49 1073 Budapest Hungary,+3614794000,5,luxury,47.502758,19.067089
Hungary,Budapest,Radisson Blu Beke Hotel,Terez korut 43 1067 Budapest Hungary,+3618898900,4,luxury,47.508471,19.060094
Hungary,Budapest,Mercure Budapest Buda,Krisztina korut 41-43 1013 Budapest Hungary,+3614882100,4,luxury,47.498746,19.026788
Hungary,Budapest,ibis Budapest City,Raday utca 6 1092 Budapest Hungary,+3614561300,3,economy,47.488701,19.062405
Hungary,Budapest,Hotel Memories Old Town Budapest,Szentkiralyi utca 15 1088 Budapest Hungary,+3612660890,3,economy,47.492986,19.065034
Hungary,Debrecen,Aquaticum Debrecen Hotel,Nagyerdei Park 1 4032 Debrecen Hungary,+3652514100,4,luxury,47.552238,21.629783
Hungary,Debrecen,Hotel Golden Bull,Beke utca 6 4024 Debrecen Hungary,+3652416777,3,economy,47.5316,21.6273
Hungary,Debrecen,Hotel Divinus,Nagyerdei Park 2 4032 Debrecen Hungary,+3652300200,4,luxury,47.549675,21.629265
Hungary,Debrecen,Mercure Hotel Debrecen,Csapo utca 45 4024 Debrecen Hungary,+3652520820,4,luxury,47.533169,21.631237
Hungary,Debrecen,ibis Debrecen City,Kossuth ter 4 4024 Debrecen Hungary,+3652310500,3,economy,47.531754,21.624377
Hungary,Debrecen,Hotel Gambrinus,Kossuth utca 4 4024 Debrecen Hungary,+3652529029,3,economy,47.530139,21.633632
Hungary,Debrecen,Hotel Pension Citadella,Peterfia utca 37 4032 Debrecen Hungary,+3652449999,3,economy,47.53688,21.625986
Hungary,Debrecen,Sunway Hotel Debrecen,Csokonai utca 4 4024 Debrecen Hungary,+3652340111,3,economy,47.531832,21.620646
Hungary,Debrecen,Alfa Hotel Debrecen,Hunyadi utca 1 4024 Debrecen Hungary,+3652418155,3,economy,47.533991,21.622144
Hungary,Debrecen,Hotel CastleGarden,Dosa Gyorgy utca 1 4032 Debrecen Hungary,+3652532022,3,economy,47.5316,21.6273
Iceland,Reykjavik,ION Adventure Hotel,Nesjavellir 801 Reykjavik Iceland,+3544823415,5,luxury,64.1355,-21.8954
Iceland,Reykjavik,Hotel Borg,Posthusstraeti 11 101 Reykjavik Iceland,+3545511440,5,luxury,64.14739,-21.93873
Iceland,Reykjavik,101 Hotel,Hverfisgata 10 101 Reykjavik Iceland,+3545800101,5,luxury,64.143748,-21.914703
Iceland,Reykjavik,Apotek Hotel,Austurstraeti 16 101 Reykjavik Iceland,+3545129000,4,luxury,64.147631,-21.938716
Iceland,Reykjavik,Canopy by Hilton Reykjavik City Centre,Smidijustigur 4 101 Reykjavik Iceland,+3545286000,4,luxury,64.1355,-21.8954
Iceland,Reykjavik,Radisson Blu Saga Hotel,Hagatorg 107 Reykjavik Iceland,+3545259900,4,luxury,64.141472,-21.954882
Iceland,Reykjavik,Hotel Holt,Bergstadastraeti 37 101 Reykjavik Iceland,+3545525700,4,luxury,64.139923,-21.932654
Iceland,Reykjavik,Centerhotel Arnarhvoll,Ingolfsstraeti 1 101 Reykjavik Iceland,+3545958540,3,economy,64.146253,-21.933961
Iceland,Reykjavik,ibis Reykjavik City,Laugavegur 20 101 Reykjavik Iceland,+3545159900,3,economy,64.140256,-21.893606
Iceland,Reykjavik,KEX Hostel Hotel,Skulagata 28 101 Reykjavik Iceland,+3545616060,3,economy,64.144453,-21.913344
Iceland,Akureyri,Icelandair Hotel Akureyri,Thingvallasstraeti 23 600 Akureyri Iceland,+3545181000,4,luxury,65.6835,-18.0878
Iceland,Akureyri,Hotel Kea by Keahotels,Hafnarstraeti 87-89 600 Akureyri Iceland,+3544602000,4,luxury,65.680591,-18.089651
Iceland,Akureyri,Hotel Edda Akureyri,Thorunnartun 600 Akureyri Iceland,+3544444840,3,economy,65.6835,-18.0878
Iceland,Akureyri,Hotel Harpa Akureyri,Hafnarstraeti 83-85 600 Akureyri Iceland,+3544611400,3,economy,65.673776,-18.087594
Iceland,Akureyri,Cabin Hostel Akureyri,Brekkugata 27a 600 Akureyri Iceland,+3544612020,3,economy,65.682458,-18.091746
Iceland,Akureyri,Hotel Nordurland,Geislagata 7 600 Akureyri Iceland,+3544622600,3,economy,65.684054,-18.091511
Iceland,Akureyri,Guesthouse Sunnuhlid,Brekkugata 34 600 Akureyri Iceland,+3544611152,3,economy,65.683586,-18.09383
Iceland,Akureyri,Hotel Akureyri,Thingvallasstraeti 7 600 Akureyri Iceland,+3544611500,3,economy,65.6835,-18.0878
Iceland,Akureyri,Reykjahlid Hotel,Myvatn 660 Akureyri Iceland,+3544644142,3,economy,65.6835,-18.0878
Iceland,Akureyri,Hotel Budir,Snaefellsnes 356 Akureyri Iceland,+3544356700,4,luxury,65.6835,-18.0878
Italy,Rome,Hotel Hassler Roma,Piazza Trinita dei Monti 6 00187 Rome Italy,+3906699340,5,luxury,41.905986,12.483692
Italy,Rome,Hotel Eden Rome,Via Ludovisi 49 00187 Rome Italy,+3906478121,5,luxury,41.906625,12.486307
Italy,Rome,Bulgari Hotel Roma,Via Il Plebiscito 107 00186 Rome Italy,+3906890880,5,luxury,41.9028,12.4964
Italy,Rome,Rome Cavalieri Waldorf Astoria,Via Alberto Cadlolo 101 00136 Rome Italy,+3906350910,5,luxury,41.918876,12.446681
Italy,Rome,Hotel de Russie,Via del Babuino 9 00187 Rome Italy,+3906328881,5,luxury,41.90997,12.477472
Italy,Rome,Borghese Palace Art Hotel,Via Pinciana 90 00198 Rome Italy,+3906855777,4,luxury,41.91287,12.492859
Italy,Rome,Sofitel Rome Villa Borghese,Via Lombardia 47 00187 Rome Italy,+3906478021,4,luxury,41.907616,12.486682
Italy,Rome,Hotel Artemide,Via Nazionale 22 00184 Rome Italy,+3906489911,4,luxury,41.900828,12.493607
Italy,Rome,ibis Roma Ostiense,Via Aristide Merloni 2 00154 Rome Italy,+3906558838,3,economy,41.883297,12.60726
Italy,Rome,Hotel Navona Inn,Via dei Sediari 8 00186 Rome Italy,+3906682152,3,economy,41.897858,12.474697
Italy,Milan,Park Hyatt Milan,Via Tommaso Grossi 1 20121 Milan Italy,+3902882112,5,luxury,45.465541,9.189144
Italy,Milan,Mandarin Oriental Milan,Via Andegari 9 20121 Milan Italy,+3902873188,5,luxury,45.469463,9.19098
Italy,Milan,Hotel Principe di Savoia,Piazza della Repubblica 17 20124 Milan Italy,+3902623010,5,luxury,45.479788,9.196393
Italy,Milan,Bulgari Hotel Milan,Via Privata Fratelli Gabba 7b 20121 Milan Italy,+3902805805,5,luxury,45.470276,9.189518
Italy,Milan,Four Seasons Hotel Milan,Via Gesu 6-8 20121 Milan Italy,+3902770880,5,luxury,45.469414,9.195302
Italy,Milan,Armani Hotel Milano,Via Alessandro Manzoni 31 20121 Milan Italy,+3902888388,5,luxury,45.470497,9.192946
Italy,Milan,Marriott Hotel Milan,Via Washington 66 20146 Milan Italy,+3902485210,4,luxury,45.461091,9.154503
Italy,Milan,Radisson Blu Hotel Milan,Piazza Luigi di Savoia 14 20124 Milan Italy,+3902067230,4,luxury,45.485848,9.205943
Italy,Milan,ibis Milano Centro,Via Finocchiaro Aprile 2 20124 Milan Italy,+3902669100,3,economy,45.478293,9.201776
Italy,Milan,Hotel Manzoni,Via Santo Spirito 20 20121 Milan Italy,+3902760057,3,economy,45.47027,9.19541
Italy,Venice,Gritti Palace,Campo Santa Maria del Giglio 2467 30124 Venice Italy,+3904179461,5,luxury,45.431638,12.333107
Italy,Venice,Hotel Danieli Venice,Riva degli Schiavoni 4196 30122 Venice Italy,+3904152264,5,luxury,45.433868,12.342064
Italy,Venice,The St Regis Venice,Sestiere San Marco 2159 30124 Venice Italy,+3904124000,5,luxury,45.4408,12.3155
Italy,Venice,Bauer Palazzo,Campo San Moise 1413 30124 Venice Italy,+3904152070,5,luxury,45.433139,12.335741
Italy,Venice,Hotel Cipriani Venice,Giudecca 10 30133 Venice Italy,+3904124086,5,luxury,45.427511,12.340305
Italy,Venice,Ca Sagredo Hotel,Campo Santa Sofia 4198 30121 Venice Italy,+3904124131,4,luxury,45.440648,12.334684
Italy,Venice,Palazzo Stern,Dorsoduro 2792 30123 Venice Italy,+3904127708,4,luxury,45.433132,12.319034
Italy,Venice,Hotel Saturnia International,Via XXII Marzo 2398 30124 Venice Italy,+3904152083,4,luxury,45.4408,12.3155
Italy,Venice,Hotel Flora Venice,Via XXII Marzo 2283a 30124 Venice Italy,+3904152058,3,economy,45.4408,12.3155
Italy,Venice,Hotel Dalla Mora,Salizada San Rocco 578 30135 Venice Italy,+3904152357,3,economy,45.436485,12.326174
Luxembourg,Luxembourg City,Le Royal Hotels Resorts,12 Boulevard Royal L-2449 Luxembourg City Luxembourg,+352241616,5,luxury,49.6116,6.1319
Luxembourg,Luxembourg City,Sofitel Luxembourg Europe,4 Rue du Fort Niedergrunewald L-2226 Luxembourg City Luxembourg,+352437677,5,luxury,49.6116,6.1319
Luxembourg,Luxembourg City,Melia Luxembourg,1 Park Drai Eechelen L-1499 Luxembourg City Luxembourg,+352274781,4,luxury,49.6116,6.1319
Luxembourg,Luxembourg City,Hotel Parc Belair,111 Avenue du X Septembre L-2551 Luxembourg City Luxembourg,+352442328,4,luxury,49.6116,6.1319
Luxembourg,Luxembourg City,NH Collection Luxembourg Grand Sablon,14 Boulevard de la Foire L-1528 Luxembourg City Luxembourg,+352274810,4,luxury,49.6116,6.1319
Luxembourg,Luxembourg City,Hotel Bristol,11 Rue de Strasbourg L-2561 Luxembourg City Luxembourg,+352485880,3,economy,49.6116,6.1319
Luxembourg,Luxembourg City,ibis Luxembourg Aeroport,6 Route de Treves L-2633 Luxembourg City Luxembourg,+352342844,3,economy,49.6116,6.1319
Luxembourg,Luxembourg City,Hotel Parc Belle-Vue,5 Avenue Marie-Therese L-2132 Luxembourg City Luxembourg,+352458341,3,economy,49.6116,6.1319
Luxembourg,Luxembourg City,Grand Hotel Cravat,29 Boulevard Roosevelt L-2450 Luxembourg City Luxembourg,+352221975,4,luxury,49.6116,6.1319
Luxembourg,Luxembourg City,Hotel City Tulip,2-4 rue Joseph Junck L-1839 Luxembourg City Luxembourg,+352291211,3,economy,49.6116,6.1319
Netherlands,Amsterdam,Hotel de l Europe,Nieuwe Doelenstraat 2-14 1012 CP Amsterdam Netherlands,+31205311777,5,luxury,52.3676,4.9041
Netherlands,Amsterdam,Waldorf Astoria Amsterdam,Herengracht 542-556 1017 CG Amsterdam Netherlands,+31207181000,5,luxury,52.364632,4.896983
Netherlands,Amsterdam,The Dylan Amsterdam,Keizersgracht 384 1016 GB Amsterdam Netherlands,+31205302010,5,luxury,52.369263,4.883458
Netherlands,Amsterdam,Sofitel Legend The Grand Amsterdam,Oudezijds Voorburgwal 197 1012 EX Amsterdam Netherlands,+31205553111,5,luxury,52.370928,4.895255
Netherlands,Amsterdam,Hotel V Nesplein,Nes 49 1012 KD Amsterdam Netherlands,+31206623233,4,luxury,52.372015,4.89377
Netherlands,Amsterdam,Hotel Pulitzer Amsterdam,Prinsengracht 315-331 1016 GZ Amsterdam Netherlands,+31205235235,4,luxury,52.373161,4.883253
Netherlands,Amsterdam,Bilderberg Garden Hotel,Dijsselhofplantsoen 7 1077 BJ Amsterdam Netherlands,+31207501234,4,luxury,52.35118,4.874002
Netherlands,Amsterdam,NH Collection Amsterdam Grand Hotel Krasnapolsky,Dam 9 1012 JS Amsterdam Netherlands,+31205549111,4,luxury,52.3676,4.9041
Netherlands,Amsterdam,ibis Amsterdam Centre,Stationsplein 49 1012 AB Amsterdam Netherlands,+31207213960,3,economy,52.379509,4.897173
Netherlands,Amsterdam,Generator Amsterdam,Mauritskade 57 1091 GC Amsterdam Netherlands,+31207770888,3,economy,52.36096,4.918704
Netherlands,Rotterdam,Hotel New York Rotterdam,Koninginnehoofd 1 3072 AD Rotterdam Netherlands,+31104390500,4,luxury,51.9244,4.4777
Netherlands,Rotterdam,Marriott Rotterdam,Weena 686 3012 CN Rotterdam Netherlands,+31104302222,4,luxury,51.922619,4.471485
Netherlands,Rotterdam,ss Rotterdam Hotel,3e Katendrechtse Hoofd 25 3072 AM Rotterdam Netherlands,+31102977300,4,luxury,51.9244,4.4777
Netherlands,Rotterdam,Holiday Inn Rotterdam,Schiekade 1 3032 AJ Rotterdam Netherlands,+31102007800,3,economy,51.930652,4.469605
Netherlands,Rotterdam,Inntel Hotels Rotterdam Centre,Leuvehaven 80 3011 EA Rotterdam Netherlands,+31104133139,4,luxury,51.913003,4.482598
Netherlands,Rotterdam,ibis Rotterdam City Centre,Vasteland 68 3011 BN Rotterdam Netherlands,+31104126180,3,economy,51.911535,4.47903
Netherlands,Rotterdam,Hotel Bazar Rotterdam,Witte de Withstraat 16 3012 BP Rotterdam Netherlands,+31102065151,3,economy,51.915935,4.478853
Netherlands,Rotterdam,Hotel Atlanta Rotterdam,Aert van Nesstraat 4 3012 CA Rotterdam Netherlands,+31102066060,3,economy,51.920999,4.478903
Netherlands,The Hague,Hotel Des Indes The Hague,Lange Voorhout 54-56 2514 EG The Hague Netherlands,+31703612345,5,luxury,52.0705,4.3007
Netherlands,The Hague,Crowne Plaza Den Haag-Promenade,Van Stolkweg 1 2585 JL The Hague Netherlands,+31703522242,4,luxury,52.097935,4.285591
Netherlands,The Hague,Bilderberg Europa Hotel,Zwolsestraat 2 2587 VJ The Hague Netherlands,+31704165757,4,luxury,52.114374,4.285685
Netherlands,The Hague,Hotel The Hague Marriott,Johan de Wittlaan 30 2517 JR The Hague Netherlands,+31703819901,4,luxury,52.090127,4.282569
Netherlands,The Hague,ibis Den Haag City Centre,Burg Patijnlaan 6 2585 BH The Hague Netherlands,+31703131445,3,economy,52.089894,4.30236
Netherlands,The Hague,NH Den Haag Hotel,Prinses Margrietplantsoen 100 2595 BR The Hague Netherlands,+31703815901,3,economy,52.078883,4.336839
Netherlands,The Hague,Radisson Blu Palace Hotel The Hague,Molenstraat 26 2513 BL The Hague Netherlands,+31703622626,4,luxury,52.079772,4.306423
Netherlands,The Hague,Hotel Paleis,Molenstraat 26 2513 BL The Hague Netherlands,+31703622700,3,economy,52.079772,4.306423
Netherlands,The Hague,Hotel Sebel,Prins Hendrikplein 20 2518 JA The Hague Netherlands,+31703856955,3,economy,52.082008,4.294912
Netherlands,The Hague,Mercure The Hague Central Hotel,Spui 180 2511 BW The Hague Netherlands,+31703636700,3,economy,52.076453,4.317851
Norway,Oslo,The Thief,Landgangen 1 0252 Oslo Norway,+4724004000,5,luxury,59.907658,10.721052
Norway,Oslo,Hotel Continental Oslo,Stortingsgaten 24-26 0117 Oslo Norway,+4722824000,5,luxury,59.9139,10.7522
Norway,Oslo,Grand Hotel Oslo,Karl Johans gate 31 0159 Oslo Norway,+4723212000,5,luxury,59.913745,10.739477
Norway,Oslo,Radisson Blu Plaza Hotel Oslo,Sonja Henies Plass 3 0134 Oslo Norway,+4722059000,4,luxury,59.912342,10.75457
Norway,Oslo,Clarion Hotel Oslo,Biskop Gunnerus gate 3 0155 Oslo Norway,+4723084000,4,luxury,59.912457,10.749962
Norway,Oslo,Scandic Karl Johan,Karl Johans gate 33 0162 Oslo Norway,+4723156600,4,luxury,59.914043,10.73841
Norway,Oslo,Thon Hotel Opera,Christian Frederiks plass 5 0154 Oslo Norway,+4724101000,4,luxury,59.91001,10.751627
Norway,Oslo,ibis Oslo Sentrum,Biskop Gunnerus gate 3 0155 Oslo Norway,+4722478000,3,economy,59.912457,10.749962
Norway,Oslo,Citybox Oslo,Prinsens gate 6 0152 Oslo Norway,+4721420000,3,economy,59.910397,10.747124
Norway,Oslo,Moxy Oslo Sentrum,Slottsgate 4 0157 Oslo Norway,+4722334700,3,economy,59.910641,10.741103
Norway,Bergen,Hotel Opus XVI,Christian Sundts gate 12 5004 Bergen Norway,+4755300800,5,luxury,60.3913,5.3221
Norway,Bergen,Radisson Blu Royal Hotel Bergen,Bryggen 5003 Bergen Norway,+4755544000,4,luxury,60.397726,5.322933
Norway,Bergen,Strand Hotel,Strandkaien 2-3 5013 Bergen Norway,+4755590800,4,luxury,60.394393,5.324001
Norway,Bergen,Clarion Hotel Admiral,Christian Sundts gate 9 5004 Bergen Norway,+4755231640,4,luxury,60.3913,5.3221
Norway,Bergen,Thon Hotel Bergen Brygge,Bradbenken 3 5003 Bergen Norway,+4755300900,3,economy,60.399325,5.320214
Norway,Bergen,Scandic Ornen,Lars Hillesgate 18 5008 Bergen Norway,+4755539000,3,economy,60.3913,5.3221
Norway,Bergen,Hotel Park Bergen,Harald Harfagres gate 35 5007 Bergen Norway,+4755541400,3,economy,60.386427,5.32572
Norway,Bergen,ibis Bergen City Centre,Fortunen 2 5013 Bergen Norway,+4755331000,3,economy,60.394271,5.322285
Norway,Bergen,Bergen Bors Hotel,Vagsallmenningen 2 5014 Bergen Norway,+4755305300,4,luxury,60.394549,5.32593
Norway,Bergen,Moxy Bergen Airport,Flyplassvegen 555 5258 Bergen Norway,+4755117800,3,economy,60.288347,5.232058
Poland,Warsaw,Hotel Bristol Warsaw,Krakowskie Przedmiescie 42-44 00-325 Warsaw Poland,+4822551100,5,luxury,52.242404,21.015724
Poland,Warsaw,Raffles Europejski Warsaw,Krakowskie Przedmiescie 13 00-071 Warsaw Poland,+4822507777,5,luxury,52.241927,21.015059
Poland,Warsaw,Hotel Indigo Warsaw,Smolna 40 00-375 Warsaw Poland,+4822250505,4,luxury,52.232696,21.02127
Poland,Warsaw,Marriott Warsaw,Al Jerozolimskie 65-79 00-697 Warsaw Poland,+4822630630,4,luxury,52.227606,21.004261
Poland,Warsaw,Radisson Blu Centrum Hotel Warsaw,Grzybowska 24 00-132 Warsaw Poland,+4822321300,4,luxury,52.236636,20.9986
Poland,Warsaw,Sheraton Grand Warsaw,Boleslawa Prusa 2 00-493 Warsaw Poland,+4822450300,4,luxury,52.228077,21.02489
Poland,Warsaw,InterContinental Warsaw,Emilii Plater 49 00-125 Warsaw Poland,+4822328888,5,luxury,52.232382,21.002454
Poland,Warsaw,ibis Warsaw Centre,Solidarnosci 165 00-876 Warsaw Poland,+4822520380,3,economy,52.237696,20.982855
Poland,Warsaw,Hotel Campanile Warsaw City Centre,Towarowa 2 00-813 Warsaw Poland,+4822582480,3,economy,52.226031,20.988861
Poland,Warsaw,Holiday Inn Express Warsaw Mokotow,Konstruktorska 13 02-673 Warsaw Poland,+4822579100,3,economy,52.184556,20.990545
Poland,Krakow,Hotel Stary,Szczepanska 5 31-011 Krakow Poland,+4812384080,5,luxury,50.063181,19.936557
Poland,Krakow,Hotel Copernicus,Kanonicza 16 31-002 Krakow Poland,+4812424340,5,luxury,50.056228,19.937551
Poland,Krakow,Andels by Vienna House Krakow,Pawia 3 31-154 Krakow Poland,+4812660070,4,luxury,50.065662,19.945665
Poland,Krakow,Hotel Wentyl Krakow,Westerplatte 15 31-033 Krakow Poland,+4812422702,4,luxury,50.060653,19.944471
Poland,Krakow,Radisson Blu Hotel Krakow,Straszewskiego 17 31-101 Krakow Poland,+4812618600,4,luxury,50.058226,19.933217
Poland,Krakow,Mercure Krakow Stare Miasto,Slawkowska 3 31-014 Krakow Poland,+4812429400,4,luxury,50.063338,19.937451
Poland,Krakow,Hotel Amber,Garbarska 8-10 31-131 Krakow Poland,+4812423390,3,economy,50.064873,19.931939
Poland,Krakow,Hotel Pollera,Szpitalna 30 31-024 Krakow Poland,+4812422204,3,economy,50.063498,19.94164
Poland,Krakow,ibis Krakow Stare Miasto,Syrokomli 2 30-102 Krakow Poland,+4812299990,3,economy,50.055368,19.925675
Poland,Krakow,Hotel Pod Orlem,Basztowa 5 31-143 Krakow Poland,+4812619910,3,economy,50.066359,19.9365
Portugal,Lisbon,Bairro Alto Hotel,Praca Luis de Camoes 8 1200-243 Lisbon Portugal,+3512134082,5,luxury,38.710568,-9.143427
Portugal,Lisbon,Hotel Bela Vista,Rua Garrett 108 1200-204 Lisbon Portugal,+3512190603,5,luxury,38.710821,-9.14064
Portugal,Lisbon,Four Seasons Hotel Ritz Lisbon,Rua Rodrigo da Fonseca 88 1099-039 Lisbon Portugal,+3512138114,5,luxury,38.725893,-9.155095
Portugal,Lisbon,Altis Grand Hotel,Rua Castilho 11 1269-072 Lisbon Portugal,+3512131060,4,luxury,38.720633,-9.150273
Portugal,Lisbon,Pestana Palace Lisboa,Rua Jau 54 1300-314 Lisbon Portugal,+3512136156,5,luxury,38.703725,-9.186723
Portugal,Lisbon,Sofitel Lisbon Liberdade,Av da Liberdade 127 1269-038 Lisbon Portugal,+3512132283,4,luxury,38.71862,-9.144864
Portugal,Lisbon,Hotel Lisboa Plaza,Travessa do Salitre 7 1269-066 Lisbon Portugal,+3512132181,3,economy,38.71871,-9.145541
Portugal,Lisbon,ibis Lisbon Liberdade,Rua Barata Salgueiro 53 1269-063 Lisbon Portugal,+3512133006,3,economy,38.720174,-9.150205
Portugal,Lisbon,Hotel Duas Nacoes,Rua da Vitoria 41 1100-618 Lisbon Portugal,+3512134607,3,economy,38.710945,-9.137588
Portugal,Lisbon,LX Boutique Hotel,Rua do Alecrim 12 1200-017 Lisbon Portugal,+3512134743,3,economy,38.706865,-9.143338
Portugal,Porto,Yeatman Hotel,Rua do Choupelo 250 4400-088 Porto Portugal,+3512201331,5,luxury,41.13434,-8.614403
Portugal,Porto,Hotel Infante Sagres,Praca Dona Filipa de Lencastre 62 4050-259 Porto Portugal,+3512233985,5,luxury,41.147917,-8.612929
Portugal,Porto,InterContinental Porto Palacio das Cardosas,Praca da Liberdade 25 4000-322 Porto Portugal,+3512220035,5,luxury,41.145826,-8.611594
Portugal,Porto,Hotel da Musica,Largo Ferreira Lapa 37 4050-240 Porto Portugal,+3512220030,4,luxury,41.1579,-8.6291
Portugal,Porto,Pousada do Porto,Praca da Batalha 45 4000-101 Porto Portugal,+3512144076,4,luxury,41.145358,-8.607269
Portugal,Porto,Mercure Porto Centro Aliados,Rua de Sampaio Bruno 12 4000-490 Porto Portugal,+3512220718,4,luxury,41.14677,-8.610577
Portugal,Porto,Hotel Eurostars Heroismo,Travessa do Heroismo 252 4300-255 Porto Portugal,+3512251894,3,economy,41.1579,-8.6291
Portugal,Porto,ibis Porto Centro,Largo Amor de Perdicao 2 4300-010 Porto Portugal,+3512291659,3,economy,41.144962,-8.616004
Portugal,Porto,Hotel Lusitania,Rua Nova de Sao Crispim 26 4300-333 Porto Portugal,+3512220106,3,economy,41.159686,-8.596147
Portugal,Porto,Oporto Home,Rua da Firmeza 215 4000-226 Porto Portugal,+3512220112,3,economy,41.150961,-8.605487
Portugal,Algarve,Conrad Algarve,Estrada da Quinta do Lago 8135-106 Algarve Portugal,+3512893507,5,luxury,37.0194,-7.9322
